symbol,prediction_session,target_session,close_D,close_D1,high_D1,low_D1,open_D1,volume_D,volume_D1,return,ratio,session_index,total_sessions,mean_close_20_before,mean_close_20_after,pre_distinct_closes_20,pre_zero_volume_bars_20,provenance,corporate_action,series_change,economically_real,data_error,listing_boundary,classification,evidence
WEWIN.NS,2017-10-11,2017-10-12,12.35,55.8,55.95,54.7,55.6,18000.0,3723646.0,3.51822,4.51822,272,2113,34.6175,33.395238095238085,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
MIDSELIETF.NS,2016-12-09,2016-12-12,5.34,24.11,24.3,23.84,23.98,600.0,621710.0,3.51498,4.51498,64,2477,7.045999999999999,6.03,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 24.11 sits 300% off its neighbourhood mean 6.03
GOLDETF.NS,2018-10-08,2023-02-24,12.45,56.1,56.95,55.05,55.05,2872.0,67861.0,3.50602,4.50602,284,1160,17.259999999999998,57.026190476190465,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 17.26->57.03 with volume moving inversely (2,872->67,861) — adjustment applied to one segment only"
WEWIN.NS,2017-09-28,2017-09-29,12.65,55.95,57.45,55.7,57.4,9000.0,3628484.0,3.42292,4.42292,264,2113,31.125,36.66666666666668,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
RAMAPHO.NS,2019-06-06,2022-08-05,31.42,136.88,139.22,136.35,138.98,42658.0,44814.0,3.35646,4.35646,677,1690,28.6145,145.71190476190478,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 28.61->145.71; no volume or liveness signature to attribute a cause
WEWIN.NS,2017-09-12,2017-09-13,12.65,52.6,53.3,52.2,52.35,18000.0,2158466.0,3.1581,4.1581,252,2113,30.505000000000003,35.61190476190476,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-09-08,2017-09-11,12.35,51.35,51.55,51.05,51.1,45000.0,987072.0,3.15789,4.15789,250,2113,28.655,35.41428571428571,15,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-08-29,2017-08-30,12.65,52.15,52.45,52.0,52.25,9000.0,848950.0,3.12253,4.12253,242,2113,36.05500000000001,32.12619047619048,14,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-08-31,2017-09-01,12.85,52.7,53.15,52.35,52.4,9000.0,1128465.0,3.10117,4.10117,244,2113,33.605,32.29761904761905,14,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-08-22,2017-08-23,12.7,51.45,51.7,50.0,50.35,18000.0,3240503.0,3.05118,4.05118,238,2113,39.237500000000004,33.44285714285715,15,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
UEL.NS,2024-05-21,2024-05-27,43.8,160.95,160.95,153.3,153.3,527.0,828.0,2.67466,3.67466,11,302,33.965,273.52,11,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
PVP.NS,2019-10-29,2021-07-22,1.7,5.75,5.75,5.3,5.5,642.0,676340.0,2.38235,3.38235,640,1913,2.0449999999999995,5.957142857142858,12,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 2.04->5.96 with volume moving inversely (642->676,340) — adjustment applied to one segment only"
INDIGOPNTS.NS,2019-10-18,2021-02-02,950.0,3117.15,3129.0,2436.05,2607.5,15.0,12652036.0,2.28121,3.28121,20,1408,1038.252631578947,2646.6928571428566,15,2,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 1038.25->2646.69 with volume moving inversely (15->12,652,036) — adjustment applied to one segment only"
SPCENET.NS,2018-11-30,2019-02-21,0.3,0.9,0.95,0.9,0.9,6681.0,9228.0,2,3,196,1697,0.3849999999999999,0.9238095238095239,4,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 0.38->0.92; no volume or liveness signature to attribute a cause
GFLLIMITED.NS,2021-03-25,2021-03-26,29.6,80.75,88.0,80.75,85.0,3218350.0,68250.0,1.72804,2.72804,1126,2476,25.485000000000003,71.73095238095239,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 25.49->71.73 with volume moving inversely (3,218,350->68,250) — adjustment applied to one segment only"
MITTAL.NS,2018-11-30,2019-02-22,3.5,9.35,9.55,9.35,9.55,132000.0,198000.0,1.67143,2.67143,135,1876,2.985,11.352380952380955,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 2.98->11.35; no volume or liveness signature to attribute a cause
BANKA.NS,2020-09-02,2020-09-03,39.25,103.05,103.05,99.95,100.0,9600.0,13200.0,1.62548,2.62548,178,1656,36.59,44.73095238095239,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 103.05 sits 130% off its neighbourhood mean 44.73
KHAITANLTD.NS,2017-10-06,2018-01-08,16.5,41.1,41.1,39.0,39.0,50.0,3115.0,1.49091,2.49091,80,1814,16.479999999999997,50.75714285714285,14,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 16.48->50.76 with volume moving inversely (50->3,115) — adjustment applied to one segment only"
GLFL.NS,2016-12-13,2017-04-10,2.0,4.6,4.6,4.6,4.6,313.0,210.0,1.3,2.3,1,1595,,3.2238095238095235,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 1 of 1595 — start-of-series boundary
PANSARI.NS,2017-04-27,2017-05-02,9.65,22.0,22.0,22.0,22.0,0.0,6000.0,1.27979,2.27979,36,1416,20.549999999999997,18.06190476190476,10,2,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
PANSARI.NS,2017-06-27,2017-07-05,9.65,22.0,22.0,22.0,22.0,0.0,6000.0,1.27979,2.27979,43,1416,20.0,18.695238095238096,12,2,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
WEWIN.NS,2017-12-14,2017-12-15,26.35,59.3,61.2,59.1,60.25,9000.0,3384390.0,1.25047,2.25047,316,2113,33.260000000000005,35.740476190476194,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 59.3 sits 66% off its neighbourhood mean 35.74
WEWIN.NS,2017-12-12,2017-12-13,27.7,59.6,60.95,59.05,60.7,45000.0,1499436.0,1.15162,2.15162,314,2113,32.63,35.50476190476191,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 59.6 sits 68% off its neighbourhood mean 35.50
PANSARI.NS,2017-07-27,2017-08-01,9.65,20.25,20.25,20.25,20.25,0.0,6000.0,1.09845,2.09845,45,1416,19.482499999999998,19.385714285714286,12,3,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
PANSARI.NS,2017-09-27,2017-10-17,9.65,20.25,20.25,20.25,20.25,0.0,6000.0,1.09845,2.09845,51,1416,18.807499999999997,19.826190476190476,12,5,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
APOLSINHOT.NS,2016-12-05,2016-12-06,330.8,694.0,694.65,694.0,694.65,456.0,31.0,1.09794,2.09794,53,2421,217.76949999999997,472.46666666666664,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
GLOBAL.NS,2022-06-20,2022-06-21,23.9,50.0,50.2,45.44,47.6,435060.0,84095.0,1.09205,2.09205,381,1427,22.518,64.02190476190476,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 22.52->64.02 with volume moving inversely (435,060->84,095) — adjustment applied to one segment only"
PANSARI.NS,2017-03-27,2017-03-28,9.65,20.0,20.0,20.0,20.0,500.0,6000.0,1.07254,2.07254,33,1416,21.3625,18.23095238095238,9,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
BALAXI.NS,2016-10-07,2017-07-10,3.4,7.0,7.0,7.0,7.0,2520.0,500.0,1.05882,2.05882,18,1938,3.329411764705882,5.571428571428572,10,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 3.33->5.57 with volume moving inversely (2,520->500) — adjustment applied to one segment only"
WEWIN.NS,2020-03-13,2020-03-16,10.05,20.55,20.55,20.55,20.55,1895731.0,6000.0,1.04478,2.04478,868,2113,20.505,17.692857142857147,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
MCL.NS,2018-11-29,2019-02-21,33.95,69.25,69.5,68.75,69.5,1200.0,7200.0,1.03976,2.03976,311,2139,35.8625,79.19285714285714,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 35.86->79.19 with volume moving inversely (1,200->7,200) — adjustment applied to one segment only"
MCL.NS,2019-05-03,2019-05-06,43.6,88.6,88.6,88.6,88.6,4800.0,2400.0,1.03211,2.03211,350,2139,79.35249999999999,89.01190476190477,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-12-28,2017-12-29,28.65,58.15,59.05,57.9,59.05,54000.0,3788273.0,1.02967,2.02967,325,2113,29.355000000000008,41.02619047619047,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
BCG.NS,2024-12-30,2025-07-14,10.25,20.71,22.0,20.71,21.8,7274134.0,7963358.0,1.02049,2.02049,1950,2236,8.624999999999996,15.4352380952381,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 8.62->15.44; no volume or liveness signature to attribute a cause
LANDSMILL.NS,2020-11-19,2020-11-20,0.05,0.1,0.1,0.05,0.05,413660.0,2925590.0,1,2,1038,2475,0.05000000000000001,1.1214285714285714,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 1 distinct closes across 20 sessions
BLUECHIP.NS,2018-04-12,2018-04-13,0.05,0.1,0.1,0.05,0.05,1000.0,13.0,1,2,41,945,0.10250000000000001,0.22857142857142856,4,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
BLUECHIP.NS,2020-04-01,2020-04-03,0.05,0.1,0.1,0.05,0.05,1705.0,10295.0,1,2,140,945,0.12000000000000002,0.20476190476190476,4,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
BLUECHIP.NS,2020-09-07,2020-09-14,0.05,0.1,0.1,0.1,0.1,5000.0,1.0,1,2,163,945,0.20749999999999996,0.23809523809523814,6,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
BLUECHIP.NS,2020-09-16,2020-09-17,0.05,0.1,0.1,0.05,0.05,4.0,329.0,1,2,165,945,0.195,0.2666666666666667,6,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
FCSSOFT.NS,2018-01-01,2018-02-01,0.05,0.1,0.1,0.1,0.1,247505.0,458035.0,1,2,233,2337,0.2125,0.4,5,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
LANDSMILL.NS,2020-06-04,2020-06-05,0.05,0.1,0.1,0.1,0.1,259880.0,187370.0,1,2,919,2475,0.05000000000000001,0.07857142857142858,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 1 distinct closes across 20 sessions
LANDSMILL.NS,2020-06-23,2020-06-24,0.05,0.1,0.1,0.05,0.05,611790.0,334310.0,1,2,932,2475,0.07750000000000001,0.052380952380952396,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
LANDSMILL.NS,2020-08-20,2020-08-21,0.05,0.1,0.1,0.1,0.1,49500.0,171380.0,1,2,974,2475,0.05000000000000001,0.09523809523809526,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 1 distinct closes across 20 sessions
LANDSMILL.NS,2020-09-16,2020-09-17,0.05,0.1,0.1,0.05,0.05,3384750.0,866480.0,1,2,993,2475,0.09250000000000003,0.05952380952380955,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
LANDSMILL.NS,2020-10-01,2020-10-05,0.05,0.1,0.1,0.1,0.1,3750.0,15000.0,1,2,1004,2475,0.07500000000000002,0.054761904761904776,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
LANDSMILL.NS,2020-10-14,2020-10-15,0.05,0.1,0.1,0.05,0.1,200010.0,1315700.0,1,2,1012,2475,0.057500000000000016,0.052380952380952396,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PARASPETRO.NS,2017-01-31,2017-02-01,0.05,0.1,0.1,0.1,0.1,200.0,1200.0,1,2,86,1024,0.21999999999999992,0.29047619047619044,6,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
PRAKASHSTL.NS,2018-06-18,2018-06-25,0.05,0.1,0.1,0.05,0.05,900298.0,1007942.0,1,2,279,2230,0.19750000000000004,0.24761904761904757,6,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
PRIVISCL.NS,2018-03-28,2018-04-02,0.05,0.1,0.1,0.05,0.05,7350000.0,139180000.0,1,2,386,2477,0.09500000000000003,0.10000000000000002,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2018-07-02,2018-07-03,0.05,0.1,0.1,0.05,0.05,7950000.0,5405000.0,1,2,451,2477,0.08750000000000002,0.08095238095238098,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2018-07-06,2018-07-09,0.05,0.1,0.1,0.05,0.05,5555000.0,15635000.0,1,2,455,2477,0.08000000000000002,0.08809523809523814,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2018-07-20,2018-07-23,0.05,0.1,0.1,0.05,0.05,17195000.0,20075000.0,1,2,465,2477,0.06750000000000002,0.10000000000000002,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2018-09-06,2018-09-07,0.05,0.1,0.1,0.05,0.05,44860000.0,127375000.0,1,2,497,2477,0.10000000000000002,0.0904761904761905,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2018-09-28,2018-10-01,0.05,0.1,0.1,0.05,0.05,51010000.0,29720000.0,1,2,511,2477,0.09750000000000004,0.07142857142857147,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2018-10-09,2018-10-10,0.05,0.1,0.1,0.05,0.05,31995000.0,24605000.0,1,2,517,2477,0.09000000000000002,0.0666666666666667,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2018-10-12,2018-10-15,0.05,0.1,0.1,0.05,0.05,13050000.0,12950000.0,1,2,520,2477,0.08750000000000002,0.0642857142857143,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2018-10-26,2018-10-29,0.05,0.1,0.1,0.05,0.05,8760000.0,892300000.0,1,2,529,2477,0.07000000000000003,0.059523809523809555,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2019-02-05,2019-02-06,0.05,0.1,0.1,0.05,0.05,37635000.0,470905000.0,1,2,597,2477,0.05000000000000001,0.0928571428571429,1,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 1 distinct closes across 20 sessions
PRIVISCL.NS,2019-02-15,2019-02-18,0.05,0.1,0.1,0.1,0.1,10045000.0,13050000.0,1,2,605,2477,0.06250000000000001,0.10000000000000002,2,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 2 distinct closes across 20 sessions
PRIVISCL.NS,2020-03-23,2020-03-24,0.05,0.1,0.1,0.05,0.1,202700000.0,254185000.0,1,2,874,2477,0.11250000000000004,0.10000000000000002,3,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,pre-segment frozen: only 3 distinct closes across 20 sessions
CHEMBOND.NS,2017-02-08,2019-11-20,102.7,205.25,213.95,202.45,209.5,108700.0,1716.0,0.998539,1.99854,105,1796,114.19499999999996,216.57380952380953,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 114.19->216.57 with volume moving inversely (108,700->1,716) — adjustment applied to one segment only"
